OrderID,CustomerID,ProductID,Quantity,OrderDate
821,1149,2159,2,2024-10-11
822,1188,2024,7,2024-08-09
823,1011,2135,8,2024-04-07
824,1069,2134,4,2024-11-02
825,1061,2077,1,2024-01-16
826,1165,2179,4,2024-10-17
827,1019,2173,1,2025-02-16
828,1398,2143,5,2024-08-15
829,1124,2002,4,2023-08-11
830,1378,2168,6,2024-03-27
831,1169,2185,6,2025-01-19
832,1399,2120,6,2025-01-11
833,1344,2037,10,2023-12-12
834,1216,2150,6,2023-04-21
835,1229,2137,7,2023-06-28
836,1121,2004,1,2024-12-15
837,1399,2196,10,2024-09-11
838,1327,2109,10,2024-01-22
839,1367,2060,6,2023-11-11
840,1155,2089,2,2023-09-26
841,1162,2165,1,2024-11-26
842,1020,2012,3,2024-12-21
843,1002,2070,1,2023-08-11
844,1172,2165,9,2024-09-22
845,1340,2029,4,2024-10-30
846,1048,2028,3,2024-06-15
847,1295,2053,8,2024-10-11
848,1211,2035,1,2023-10-06
849,1266,2042,3,2023-06-03
850,1063,2050,1,2024-03-31
851,1360,2192,2,2023-01-19
852,1229,2190,8,2023-07-19
853,1300,2112,8,2024-11-05
854,1100,2189,7,2023-04-22
855,1255,2127,2,2024-03-23
856,1005,2159,6,2024-11-20
857,1017,2116,2,2025-01-11
858,1278,2136,3,2024-02-25
859,1318,2094,8,2023-06-20
860,1006,2177,7,2024-11-14
861,1024,2191,4,2023-01-09
862,1381,2107,7,2024-04-24
863,1005,2051,9,2023-07-11
864,1013,2147,10,2023-01-04
865,1038,2087,3,2024-07-05
866,1246,2116,4,2024-06-21
867,1380,2033,4,2024-10-25
868,1249,2115,10,2023-11-09
869,1198,2090,7,2025-02-04
870,1064,2173,4,2024-02-12
871,1329,2041,8,2023-06-06
872,1007,2162,3,2023-10-01
873,1291,2133,5,2023-01-14
874,1142,2024,7,2024-11-16
875,1361,2188,7,2024-08-27
876,1379,2044,9,2024-02-11
877,1145,2181,3,2025-02-10
878,1006,2084,4,2024-05-31
879,1329,2004,8,2023-01-22
880,1165,2011,9,2023-10-06
881,1310,2040,7,2023-04-04
882,1067,2034,2,2023-10-29
883,1185,2094,8,2023-10-28
884,1021,2150,4,2024-09-19
885,1199,2011,1,2024-02-19
886,1272,2089,4,2024-01-29
887,1266,2162,7,2024-12-20
888,1025,2200,5,2023-11-03
889,1177,2122,7,2024-05-20
890,1260,2066,5,2024-07-25
891,1183,2043,8,2023-07-17
892,1061,2070,9,2023-12-08
893,1054,2063,1,2024-07-02
894,1121,2121,9,2023-09-24
895,1263,2181,9,2024-02-28
896,1339,2157,1,2025-02-28
897,1158,2159,7,2023-03-15
898,1296,2046,7,2023-12-13
899,1270,2074,4,2025-02-16
900,1193,2089,7,2025-02-26
901,1277,2063,4,2024-11-09
902,1047,2199,10,2024-07-23
903,1064,2186,4,2024-06-01
904,1152,2032,7,2024-10-01
905,1142,2180,9,2023-04-02
906,1323,2025,7,2024-10-01
907,1340,2067,5,2025-02-09
908,1369,2069,9,2024-06-16
909,1272,2039,6,2023-06-10
910,1205,2103,1,2024-03-03
911,1158,2012,1,2024-09-26
912,1024,2158,9,2023-09-02
913,1219,2137,6,2023-05-09
914,1368,2184,5,2024-07-06
915,1277,2037,6,2024-09-27
916,1288,2095,4,2023-04-19
917,1198,2042,6,2024-09-07
918,1004,2041,9,2023-06-22
919,1055,2103,1,2023-04-10
920,1158,2140,7,2024-01-14
921,1139,2137,2,2023-06-15
922,1308,2027,9,2023-11-17
923,1215,2116,8,2025-02-16
924,1167,2091,5,2023-12-20
925,1186,2085,1,2024-06-16
926,1050,2050,1,2023-06-12
927,1213,2156,2,2024-01-15
928,1174,2189,9,2024-12-18
929,1267,2039,3,2024-12-04
930,1026,2109,10,2023-01-17
931,1123,2132,3,2023-09-25
932,1315,2082,2,2024-08-03
933,1327,2182,6,2024-10-06
934,1127,2126,4,2024-03-29
935,1397,2099,9,2024-11-04
936,1189,2160,4,2023-07-23
937,1184,2113,5,2023-04-03
938,1282,2149,10,2024-05-16
939,1334,2006,4,2024-03-03
940,1364,2124,9,2024-01-06
941,1151,2182,4,2023-09-09
942,1036,2136,1,2024-07-20
943,1056,2076,8,2023-06-14
944,1215,2154,8,2023-04-18
945,1180,2069,7,2024-04-23
946,1332,2157,4,2024-11-23
947,1354,2011,2,2023-10-14
948,1200,2029,9,2024-02-21
949,1380,2049,2,2024-06-27
950,1120,2152,10,2024-12-06
951,1051,2018,5,2024-05-09
952,1395,2141,8,2023-01-12
953,1381,2115,10,2025-02-07
954,1028,2067,1,2023-08-21
955,1145,2174,2,2023-03-17
956,1308,2031,2,2024-10-25
957,1025,2041,10,2023-12-20
958,1164,2128,2,2023-06-24
959,1126,2066,8,2024-09-22
960,1114,2007,4,2024-03-06
961,1387,2148,1,2023-09-26
962,1291,2145,8,2023-07-24
963,1325,2049,7,2024-02-05
964,1268,2076,3,2023-12-31
965,1123,2140,5,2025-02-16
966,1205,2037,2,2024-11-15
967,1246,2029,5,2024-05-03
968,1376,2053,8,2023-07-16
969,1354,2125,5,2024-02-06
970,1160,2094,3,2024-11-08
971,1053,2054,9,2024-08-11
972,1058,2015,3,2024-11-30
973,1250,2081,5,2023-05-02
974,1142,2073,8,2024-09-01
975,1342,2028,9,2023-05-31
976,1313,2115,5,2023-07-08
977,1003,2190,10,2024-07-08
978,1167,2042,8,2023-08-20
979,1354,2148,10,2024-08-07
980,1185,2041,10,2023-03-05
981,1086,2066,3,2023-11-02
982,1354,2045,10,2023-06-16
983,1295,2015,2,2023-11-17
984,1129,2058,1,2024-01-12
985,1199,2026,8,2024-01-09
986,1259,2008,3,2023-10-17
987,1161,2143,3,2023-08-24
988,1387,2109,2,2023-05-15
989,1098,2135,4,2024-02-06
990,1342,2162,2,2023-09-24
991,1288,2042,9,2023-08-02
992,1053,2164,7,2024-12-31
993,1080,2136,4,2023-12-02
994,1259,2182,6,2023-03-11
995,1328,2137,3,2023-12-04
996,1049,2092,7,2023-10-19
997,1123,2066,6,2023-04-11
998,1398,2143,6,2023-02-05
999,1264,2091,4,2023-06-03
1000,1140,2167,1,2023-11-30
1001,1317,2083,5,2024-02-21
1002,1094,2028,2,2023-02-05
1003,1127,2113,7,2024-06-06
1004,1302,2021,1,2023-02-09
1005,1336,2157,10,2023-07-16
1006,1117,2006,1,2024-09-11
1007,1050,2082,10,2024-07-21
1008,1288,2197,4,2024-11-27
1009,1135,2149,6,2023-05-10
1010,1142,2085,4,2023-12-01
1011,1053,2006,6,2023-08-31
1012,1393,2061,2,2023-11-09
1013,1026,2161,9,2024-07-11
1014,1369,2066,2,2025-01-14
1015,1137,2168,7,2024-06-10
1016,1191,2004,6,2023-10-05
1017,1241,2034,8,2023-03-19
1018,1182,2154,8,2023-10-28
1019,1208,2086,8,2023-03-04
1020,1186,2072,9,2024-06-30
1021,1096,2122,10,2024-11-20
1022,1088,2067,6,2024-08-23
1023,1379,2151,9,2023-12-08
1024,1148,2011,10,2024-08-06
1025,1366,2135,1,2023-03-04
1026,1066,2156,7,2025-02-06
1027,1343,2143,5,2023-04-06
1028,1199,2110,4,2023-07-28
1029,1270,2018,3,2024-04-15
1030,1177,2157,1,2023-08-15
1031,1189,2033,10,2024-09-20
1032,1156,2118,6,2023-06-09
1033,1245,2119,5,2024-07-08
1034,1057,2003,5,2023-04-12
1035,1037,2027,8,2023-05-16
1036,1264,2198,10,2023-10-06
1037,1299,2011,7,2024-07-09
1038,1182,2011,7,2024-02-06
1039,1395,2080,3,2023-08-31
1040,1160,2149,3,2023-01-24
1041,1245,2170,6,2023-12-13
1042,1016,2085,5,2023-05-13
1043,1036,2137,10,2025-01-21
1044,1183,2066,2,2024-09-18
1045,1197,2110,1,2024-04-27
1046,1208,2100,4,2024-07-21
1047,1294,2164,10,2024-08-01
1048,1139,2061,8,2023-05-25
1049,1340,2183,8,2024-03-18
1050,1310,2131,1,2025-02-13
1051,1094,2104,2,2023-07-05
1052,1281,2048,4,2023-10-19
1053,1210,2056,4,2023-10-15
1054,1112,2195,6,2024-05-07
1055,1273,2024,1,2025-02-13
1056,1274,2046,1,2024-07-31
1057,1132,2044,10,2024-04-27
1058,1196,2187,3,2023-02-17
1059,1250,2104,3,2024-08-29
1060,1291,2013,10,2025-02-17
1061,1153,2053,6,2024-04-05
1062,1238,2162,6,2024-04-30
1063,1021,2003,3,2024-01-09
1064,1335,2197,7,2024-03-10
1065,1128,2034,10,2023-12-11
1066,1360,2156,2,2024-06-27
1067,1230,2042,5,2024-11-14
1068,1353,2074,5,2024-05-09
1069,1247,2061,4,2023-08-06
1070,1376,2062,8,2024-06-26
1071,1215,2083,4,2023-12-21
1072,1199,2092,9,2024-01-17
1073,1349,2155,10,2024-09-07
1074,1122,2075,10,2024-11-19
1075,1397,2032,4,2023-07-30
1076,1139,2062,1,2023-04-26
1077,1327,2025,1,2023-05-29
1078,1274,2183,7,2023-05-31
1079,1215,2114,10,2023-04-12
1080,1029,2173,9,2024-08-14
1081,1261,2167,4,2024-11-21
1082,1195,2085,6,2023-04-14
1083,1156,2086,7,2023-10-26
1084,1024,2169,10,2024-05-21
1085,1319,2175,5,2023-05-26
1086,1264,2037,3,2023-11-07
1087,1350,2162,9,2024-06-12
1088,1252,2119,3,2024-04-10
1089,1298,2108,4,2024-05-02
1090,1034,2081,9,2024-11-23
1091,1094,2013,1,2024-04-14
1092,1058,2065,7,2024-09-12
1093,1157,2131,9,2023-01-23
1094,1337,2011,5,2024-12-20
1095,1162,2041,10,2025-01-31
1096,1281,2186,9,2023-07-24
1097,1169,2148,5,2023-04-20
1098,1043,2191,7,2024-11-19
1099,1385,2074,3,2025-02-07
1100,1321,2186,4,2024-10-20
1101,1238,2145,4,2023-07-30
1102,1135,2086,10,2024-02-17
1103,1194,2130,3,2023-12-24
1104,1356,2149,6,2024-05-26
1105,1238,2185,4,2024-04-03
1106,1001,2084,10,2024-05-15
1107,1128,2130,6,2024-10-18
1108,1188,2009,3,2025-01-05
1109,1326,2017,2,2024-12-21
1110,1263,2196,7,2024-08-12
1111,1396,2041,4,2023-09-22
1112,1281,2149,10,2024-01-04
1113,1285,2004,10,2024-01-01
1114,1043,2118,10,2023-12-02
1115,1096,2122,4,2023-05-29
1116,1204,2109,10,2023-01-25
1117,1070,2140,5,2025-02-07
1118,1005,2087,5,2024-09-05
1119,1352,2126,4,2023-09-29
1120,1303,2183,3,2024-02-02
1121,1035,2199,10,2024-04-17
1122,1170,2151,9,2023-04-03
1123,1253,2099,9,2024-06-27
1124,1293,2200,1,2023-04-14
1125,1161,2153,8,2023-10-18
1126,1226,2083,1,2023-06-27
1127,1081,2051,10,2024-01-10
1128,1380,2123,10,2023-02-04
1129,1116,2010,2,2024-04-05
1130,1118,2143,1,2024-09-03
1131,1150,2187,4,2023-06-16
1132,1250,2046,7,2024-11-13
1133,1266,2044,9,2024-11-24
1134,1221,2087,6,2023-11-16
1135,1095,2132,2,2023-09-24
1136,1304,2198,10,2023-07-31
1137,1273,2034,3,2024-09-02
1138,1054,2106,6,2024-06-11
1139,1276,2020,7,2023-02-13
1140,1030,2070,10,2023-12-29
1141,1110,2041,9,2023-02-19
1142,1175,2115,7,2024-04-26
1143,1271,2145,2,2024-06-05
1144,1388,2011,6,2024-07-28
1145,1232,2014,6,2024-09-21
1146,1130,2003,9,2024-05-15
1147,1131,2018,5,2024-05-23
1148,1134,2134,1,2024-05-28
1149,1206,2135,3,2023-08-07
1150,1350,2132,6,2023-11-08
1151,1267,2195,4,2023-11-05
1152,1042,2060,6,2023-11-19
1153,1005,2200,1,2023-07-03
1154,1304,2069,3,2024-06-11
1155,1092,2191,6,2023-05-16
1156,1181,2082,3,2024-03-11
1157,1285,2131,5,2024-11-02
1158,1344,2160,4,2024-03-11
1159,1266,2066,10,2023-08-20
1160,1127,2167,2,2024-07-04
1161,1337,2152,4,2024-06-15
1162,1032,2155,1,2023-01-07
1163,1302,2062,10,2023-12-13
1164,1007,2059,2,2023-01-29
1165,1355,2003,3,2024-06-29
1166,1074,2142,10,2023-02-03
1167,1117,2177,9,2024-04-20
1168,1071,2163,6,2024-07-21
1169,1010,2065,4,2024-08-26
1170,1095,2078,4,2023-04-04
1171,1040,2111,9,2023-12-04
1172,1088,2043,1,2023-10-06
1173,1290,2169,8,2023-09-22
1174,1096,2151,5,2024-01-07
1175,1345,2186,7,2024-08-29
1176,1266,2110,1,2023-01-02
1177,1345,2005,3,2024-04-27
1178,1182,2009,3,2024-06-08
1179,1158,2132,4,2024-03-13
1180,1265,2190,8,2023-12-03
1181,1343,2126,4,2024-10-28
1182,1224,2097,1,2023-12-05
1183,1215,2073,6,2024-02-02
1184,1200,2043,6,2024-05-28
1185,1115,2133,1,2024-05-18
1186,1059,2029,7,2023-02-03
1187,1063,2048,3,2023-11-19
1188,1103,2011,3,2024-10-20
1189,1372,2193,2,2024-11-01
1190,1308,2088,10,2023-04-12
1191,1135,2049,2,2024-08-18
1192,1260,2067,6,2024-08-22
1193,1378,2005,3,2023-01-26
1194,1309,2019,8,2024-11-05
1195,1389,2197,10,2023-10-05
1196,1201,2066,8,2023-07-05
1197,1048,2140,1,2024-04-06
1198,1084,2064,9,2023-01-01
1199,1381,2172,10,2024-03-05
1200,1307,2082,9,2024-05-28
1201,1343,2041,5,2023-06-10
1202,1067,2058,6,2024-10-30
1203,1177,2132,8,2023-03-23
1204,1273,2033,9,2023-07-18
1205,1006,2168,8,2023-11-15
1206,1328,2011,6,2023-09-28
1207,1282,2002,3,2023-05-02
1208,1255,2029,2,2024-04-02
1209,1142,2067,2,2023-03-10
1210,1240,2060,6,2023-01-26
1211,1195,2146,1,2024-06-17
1212,1320,2025,7,2024-04-07
1213,1019,2106,6,2024-04-30
1214,1292,2170,4,2024-11-23
1215,1048,2049,10,2024-08-07
1216,1346,2199,6,2023-12-04
1217,1388,2076,5,2024-12-07
1218,1173,2187,4,2024-06-13
1219,1142,2167,10,2024-01-03
1220,1365,2082,4,2023-12-06
1221,1382,2048,2,2024-08-15
1222,1211,2012,3,2024-08-21
1223,1354,2182,2,2023-07-05
1224,1360,2013,3,2024-08-30
1225,1340,2096,8,2024-12-17
1226,1143,2176,1,2023-06-05
1227,1185,2055,9,2023-12-08
1228,1061,2019,6,2024-05-09
1229,1359,2145,2,2024-05-29
1230,1358,2043,1,2024-12-28
1231,1155,2107,6,2023-02-03
1232,1147,2087,5,2024-01-20
1233,1281,2148,7,2024-07-15
1234,1309,2180,6,2023-01-10
1235,1012,2190,3,2023-04-22
1236,1341,2011,9,2023-03-26
1237,1156,2030,6,2023-12-01
1238,1331,2004,3,2023-04-14
1239,1324,2130,3,2025-01-01
1240,1376,2185,6,2023-10-22
1241,1376,2118,4,2024-07-08
1242,1022,2025,3,2024-11-04
1243,1265,2048,4,2023-03-27
1244,1067,2178,1,2023-08-20
1245,1081,2120,2,2024-06-16
1246,1359,2152,3,2024-08-06
1247,1379,2063,8,2025-01-26
1248,1178,2120,7,2025-02-24
1249,1263,2092,8,2024-06-17
1250,1283,2147,6,2023-05-25
1251,1087,2098,5,2024-06-29
1252,1247,2177,10,2023-04-01
1253,1332,2010,2,2023-02-25
1254,1159,2161,1,2024-10-14
1255,1129,2167,1,2023-08-07
1256,1352,2071,4,2023-02-06
1257,1055,2199,2,2024-11-06
1258,1030,2028,8,2023-03-11
1259,1329,2001,5,2023-08-29
1260,1269,2090,3,2023-01-22
1261,1151,2005,4,2023-09-12
1262,1318,2060,8,2024-06-29
1263,1173,2190,1,2023-02-04
1264,1393,2091,6,2024-05-26
1265,1383,2075,3,2024-11-18
1266,1265,2117,3,2023-09-29
1267,1389,2159,2,2025-02-14
1268,1328,2055,1,2023-08-27
1269,1148,2027,2,2024-09-10
1270,1378,2088,9,2024-12-14
1271,1281,2089,6,2024-09-16
1272,1375,2022,10,2023-05-11
1273,1340,2184,2,2024-08-08
1274,1287,2105,3,2023-01-29
1275,1368,2027,2,2023-08-27
1276,1236,2194,7,2025-02-09
1277,1221,2080,5,2024-04-01
1278,1308,2197,10,2024-05-22
1279,1394,2157,1,2024-05-31
1280,1301,2109,9,2023-10-18
1281,1159,2114,1,2023-09-15
1282,1152,2157,4,2024-12-13
1283,1254,2160,6,2024-04-17
1284,1282,2107,4,2023-03-03
1285,1077,2092,1,2023-04-20
1286,1029,2180,4,2024-05-08
1287,1329,2020,3,2025-02-09
1288,1205,2110,3,2023-08-02
1289,1117,2023,7,2023-03-18
1290,1254,2115,10,2023-08-23
1291,1003,2038,1,2024-12-17
1292,1079,2122,6,2025-02-22
1293,1327,2174,1,2024-05-14
1294,1262,2012,1,2024-07-27
1295,1008,2074,7,2023-01-25
1296,1275,2054,6,2023-09-28
1297,1047,2027,1,2024-02-10
1298,1163,2005,7,2023-08-11
1299,1156,2111,10,2025-01-12
1300,1165,2094,7,2023-02-25
1301,1235,2011,7,2023-01-11
1302,1011,2175,2,2024-05-20
1303,1381,2029,7,2024-01-21
1304,1389,2198,2,2024-09-05
1305,1286,2163,4,2024-01-13
1306,1229,2160,8,2024-02-18
1307,1200,2052,6,2024-06-06
1308,1347,2177,3,2024-08-23
1309,1092,2150,8,2024-05-06
1310,1003,2093,3,2023-11-09
1311,1358,2006,1,2023-04-17
1312,1398,2128,3,2023-02-26
1313,1395,2195,3,2023-04-14
1314,1174,2144,7,2025-02-17
1315,1315,2059,8,2023-05-28
1316,1152,2039,6,2023-08-14
1317,1254,2150,5,2024-09-15
1318,1266,2090,1,2024-04-28
1319,1147,2148,9,2024-01-01
1320,1309,2039,1,2023-03-05
1321,1286,2181,5,2024-06-25
1322,1266,2116,8,2024-04-16
1323,1340,2131,6,2023-02-22
1324,1293,2116,9,2023-07-20
1325,1096,2005,6,2023-01-02
1326,1157,2117,6,2024-11-15
1327,1304,2167,8,2023-02-10
1328,1126,2147,7,2023-08-29
1329,1360,2116,8,2023-03-08
1330,1241,2051,2,2024-08-12
1331,1313,2163,4,2023-09-15
1332,1279,2121,6,2024-04-30
1333,1032,2088,7,2024-05-30
1334,1079,2112,3,2023-04-14
1335,1274,2023,6,2024-05-20
1336,1385,2096,10,2024-10-26
1337,1307,2033,6,2025-01-13
1338,1211,2062,2,2025-01-06
1339,1041,2184,1,2024-06-03
1340,1039,2040,4,2025-02-20
1341,1118,2075,9,2023-02-02
1342,1332,2040,5,2024-01-18
1343,1024,2197,6,2024-04-17
1344,1126,2104,6,2025-02-23
1345,1118,2125,5,2023-03-23
1346,1361,2052,10,2025-01-30
1347,1277,2183,6,2023-12-08
1348,1306,2159,4,2024-11-15
1349,1098,2004,2,2024-08-23
1350,1358,2153,2,2023-08-02
1351,1242,2046,7,2023-12-30
1352,1218,2056,4,2023-11-29
1353,1141,2177,3,2023-07-03
1354,1126,2073,6,2024-08-28
1355,1323,2179,4,2024-09-26
1356,1396,2180,2,2024-09-01
1357,1182,2185,5,2023-04-11
1358,1081,2171,4,2023-11-09
1359,1149,2037,4,2024-08-18
1360,1039,2098,4,2024-12-06
1361,1057,2195,7,2023-01-19
1362,1110,2034,4,2024-03-19
1363,1210,2052,8,2023-01-17
1364,1039,2092,6,2025-01-13
1365,1035,2155,10,2023-08-16
1366,1050,2158,10,2025-02-27
1367,1176,2186,7,2024-09-27
1368,1159,2041,10,2024-11-29
1369,1313,2180,1,2024-04-03
1370,1259,2165,1,2023-08-12
1371,1172,2055,2,2023-02-20
1372,1059,2091,7,2024-12-13
1373,1115,2031,10,2023-12-16
1374,1142,2069,10,2024-03-02
1375,1073,2022,4,2023-02-03
1376,1301,2083,1,2023-08-27
1377,1055,2025,6,2024-10-07
1378,1395,2113,1,2023-03-30
1379,1214,2120,6,2024-06-06
1380,1236,2016,1,2024-02-24
1381,1222,2012,8,2024-05-01
1382,1043,2110,5,2025-01-30
1383,1067,2110,2,2024-11-26
1384,1308,2007,6,2024-12-03
1385,1317,2126,6,2024-10-26
1386,1158,2130,5,2023-06-03
1387,1373,2200,6,2023-03-24
1388,1338,2028,6,2024-09-14
1389,1148,2159,8,2024-08-19
1390,1139,2114,5,2024-02-19
1391,1168,2037,6,2024-11-16
1392,1234,2121,8,2024-02-08
1393,1160,2110,2,2025-01-30
1394,1116,2077,6,2023-12-30
1395,1216,2194,9,2025-01-18
1396,1317,2161,2,2024-12-13
1397,1016,2018,8,2023-08-05
1398,1022,2091,6,2024-11-11
1399,1014,2141,3,2023-01-07
1400,1193,2042,3,2024-11-08
1401,1318,2044,3,2023-12-10
1402,1206,2160,8,2024-03-20
1403,1189,2166,9,2024-02-13
1404,1189,2046,9,2024-08-21
1405,1272,2112,2,2024-02-09
1406,1282,2136,6,2024-09-16
1407,1199,2063,3,2023-11-29
1408,1383,2133,6,2023-03-08
1409,1385,2191,9,2023-05-26
1410,1262,2183,8,2024-07-10
1411,1205,2169,6,2023-10-03
1412,1098,2159,8,2023-06-29
1413,1210,2010,6,2023-12-31
1414,1032,2021,6,2024-01-14
1415,1010,2025,5,2023-02-28
1416,1371,2140,1,2024-06-10
1417,1180,2192,2,2024-08-26
1418,1289,2054,8,2024-09-08
1419,1388,2158,4,2024-04-03
1420,1076,2095,10,2023-11-17
1421,1045,2009,2,2023-07-21
1422,1007,2094,8,2023-04-17
1423,1251,2065,2,2023-10-31
1424,1244,2155,10,2024-01-30
1425,1200,2002,10,2024-05-10
1426,1223,2151,5,2024-07-18
1427,1263,2141,4,2024-06-13
1428,1265,2086,2,2024-04-05
1429,1354,2132,8,2024-07-04
1430,1292,2078,2,2024-10-09
1431,1180,2121,3,2024-01-28
1432,1066,2150,2,2023-03-30
1433,1040,2044,5,2024-07-05
1434,1313,2136,7,2025-01-26
1435,1228,2051,1,2024-08-20
1436,1391,2065,5,2023-05-02
1437,1335,2074,6,2023-09-17
1438,1126,2025,1,2023-01-31
1439,1153,2048,1,2025-02-06
1440,1382,2123,5,2023-09-18
1441,1029,2112,2,2023-07-30
1442,1333,2052,8,2023-08-19
1443,1164,2195,4,2023-05-24
1444,1315,2170,3,2023-08-18
1445,1276,2179,6,2023-11-16
1446,1373,2106,8,2023-07-10
1447,1189,2143,9,2024-07-31
1448,1151,2100,8,2023-10-12
1449,1126,2007,5,2025-02-09
1450,1381,2037,4,2023-01-01
1451,1273,2056,6,2024-08-03
1452,1036,2027,6,2023-05-09
1453,1264,2119,10,2023-11-06
1454,1131,2138,9,2024-12-08
1455,1354,2159,9,2024-07-13
1456,1100,2165,10,2023-01-03
1457,1195,2059,4,2024-01-05
1458,1251,2015,3,2023-03-28
1459,1375,2136,7,2024-11-13
1460,1004,2054,8,2023-10-29
1461,1024,2085,10,2024-03-10
1462,1385,2150,1,2023-01-01
1463,1392,2041,8,2024-02-18
1464,1225,2135,7,2023-01-17
1465,1291,2119,8,2023-02-22
1466,1245,2046,6,2024-04-28
1467,1144,2135,9,2023-01-28
1468,1384,2109,1,2024-01-31
1469,1172,2090,1,2023-02-17
1470,1101,2170,5,2024-07-07
1471,1225,2099,1,2024-09-07
1472,1167,2030,3,2024-09-17
1473,1025,2033,6,2024-05-21
1474,1250,2021,2,2023-06-18
1475,1327,2134,4,2023-09-20
1476,1075,2075,9,2024-04-01
1477,1017,2181,5,2024-01-19
1478,1392,2124,6,2024-06-29
1479,1347,2124,7,2024-04-04
1480,1267,2040,2,2024-06-13
1481,1327,2145,10,2024-01-01
1482,1213,2159,7,2023-05-14
1483,1122,2011,6,2024-07-22
1484,1031,2121,6,2024-01-23
1485,1096,2187,3,2023-11-03
1486,1012,2180,10,2023-08-13
1487,1104,2018,1,2024-12-21
1488,1225,2062,5,2023-08-08
1489,1032,2144,7,2025-02-03
1490,1112,2002,5,2023-12-12
1491,1148,2098,4,2023-05-06
1492,1057,2191,9,2023-08-02
1493,1161,2176,9,2024-04-14
1494,1200,2082,6,2023-10-13
1495,1225,2019,7,2023-04-17
1496,1320,2134,9,2023-12-18
1497,1112,2104,8,2023-11-16
1498,1400,2062,7,2025-01-05
1499,1245,2076,5,2023-08-22
1500,1040,2021,6,2024-08-20
1501,1235,2115,8,2024-01-19
1502,1003,2101,8,2023-08-20
1503,1181,2066,4,2024-01-09
1504,1026,2070,2,2024-09-10
1505,1282,2059,8,2023-03-08
1506,1341,2080,9,2023-11-17
1507,1010,2057,4,2023-05-02
1508,1152,2146,1,2024-10-13
1509,1264,2163,2,2024-04-21
1510,1045,2160,9,2023-11-25
1511,1224,2181,8,2024-02-15
1512,1320,2044,3,2024-05-19
1513,1225,2095,2,2024-10-04
1514,1373,2068,4,2024-03-22
1515,1227,2092,8,2023-12-14
1516,1166,2119,9,2023-09-16
1517,1287,2066,1,2023-07-25
1518,1030,2096,9,2023-11-29
1519,1084,2089,9,2023-05-20
1520,1184,2065,6,2025-01-28
1521,1382,2079,7,2024-11-08
1522,1075,2014,8,2024-04-07
1523,1017,2156,3,2023-09-01
1524,1152,2190,10,2024-04-06
1525,1002,2040,3,2023-04-25
1526,1199,2058,8,2023-09-11
1527,1255,2194,2,2023-12-08
1528,1319,2193,4,2024-04-26
1529,1219,2038,1,2023-09-20
1530,1228,2060,1,2024-06-03
1531,1265,2084,2,2024-04-10
1532,1024,2184,4,2023-10-11
1533,1141,2156,2,2024-07-29
1534,1028,2040,5,2024-08-15
1535,1245,2160,8,2023-09-20
1536,1049,2055,4,2024-05-18
1537,1225,2053,9,2023-01-14
1538,1302,2039,5,2023-05-10
1539,1285,2154,8,2024-05-07
1540,1162,2146,2,2023-11-23
1541,1340,2104,7,2023-01-21
1542,1016,2073,1,2024-02-08
1543,1293,2097,1,2023-08-23
1544,1266,2085,8,2024-01-26
1545,1014,2062,1,2024-11-22
1546,1355,2112,2,2024-01-20
1547,1135,2154,1,2024-11-19
1548,1006,2064,1,2024-07-07
1549,1026,2064,5,2023-05-22
1550,1228,2047,1,2023-06-08
1551,1323,2105,10,2024-07-07
1552,1359,2045,1,2024-10-07
1553,1260,2175,10,2023-10-19
1554,1344,2010,3,2024-10-05
1555,1138,2075,6,2023-11-17
1556,1352,2085,1,2023-05-24
1557,1008,2116,6,2023-11-05
1558,1171,2164,1,2023-03-06
1559,1165,2096,6,2024-07-24
1560,1245,2141,2,2023-10-30
1561,1309,2025,7,2024-04-17
1562,1122,2170,3,2023-08-07
1563,1386,2044,3,2024-06-19
1564,1043,2059,6,2024-09-19
1565,1188,2117,1,2024-07-25
1566,1061,2027,7,2023-07-03
1567,1129,2053,3,2024-11-04
1568,1354,2090,10,2023-04-10
1569,1124,2074,5,2023-01-28
1570,1347,2196,7,2023-03-02
1571,1371,2136,4,2024-12-21
1572,1170,2023,1,2024-06-15
1573,1097,2081,1,2023-07-17
1574,1128,2099,9,2024-12-26
1575,1108,2091,8,2024-06-17
1576,1168,2064,7,2024-11-27
1577,1116,2118,10,2024-05-02
1578,1216,2100,7,2023-01-28
1579,1025,2110,5,2024-07-13
1580,1132,2017,6,2024-01-21
1581,1118,2159,3,2024-08-14
1582,1237,2110,3,2023-08-14
1583,1139,2073,2,2024-12-22
1584,1034,2129,6,2024-10-30
1585,1155,2114,4,2024-12-07
1586,1269,2172,9,2024-12-26
1587,1347,2061,8,2024-08-11
1588,1119,2172,5,2024-12-23
1589,1269,2119,2,2023-11-09
1590,1240,2066,6,2023-05-21
1591,1356,2159,8,2023-06-25
1592,1192,2063,7,2024-10-11
1593,1017,2198,4,2023-03-07
1594,1327,2040,10,2025-01-03
1595,1163,2166,8,2024-01-24
1596,1390,2195,6,2024-03-03
1597,1240,2138,9,2023-11-22
1598,1356,2048,10,2024-02-03
1599,1399,2028,4,2024-09-03
1600,1246,2103,1,2024-06-21
1601,1120,2119,2,2024-03-08
1602,1107,2119,5,2024-08-09
1603,1230,2169,1,2023-09-20
1604,1188,2193,5,2023-11-30
1605,1383,2059,7,2024-09-01
1606,1043,2051,10,2023-11-04
